json_file,story_id,ner_tagging,number_of_ner_tags
07_answer.json,3,"{'PER': ['Marcus Vale', 'Vale', 'Sofia Kim', 'Jakob Dimitrov', 'Kim', 'Dimit', '##rov'], 'ORG': ['International Tribunal for Human Rights'], 'LOC': ['Targes', '##ia', 'Targesia']}",11
07_answer.json,4,"{'PER': ['Armand Voss', 'V', '##oss', 'Julia Merano', 'Merano', 'El', '##ara Ng', '##en', 'Samuel Brenner', 'Bren', 'C', 'Karl'], 'LOC': ['Eldoria', 'The Hague', '##era', '##ent', 'Center'], 'ORG': ['International Tribunal for Justice', 'Lim', 'Det', '##ion']}",21
07_answer.json,5,"{'PER': ['Javier Armenta', 'Armenta', 'Sofia Mendez', 'Judge Mendez', 'Luis Ramirez', 'Marta León', 'Arm', 'Arment', 'Marta', 'León', 'Maria', 'Torres', 'Ra', 'Gomez'], 'LOC': ['Republic of', 'Cordillera', 'Co', '##rdillera', 'Ciudad Nueva', '##enta'], 'MISC': ['South American'], 'ORG': ['United Nations', 'Defense', '##a']}",24
07_answer.json,6,"{'PER': ['Antonio Vargas', 'Vargas', 'Maria El - Khalil', 'El', 'K', 'Carlos Ramos', 'Ramos'], 'LOC': ['Republic of Altravia', '##nta', 'Altravia'], 'ORG': ['International High Court of Justice'], 'MISC': ['Pi', '##ra Massacre']}",13
07_answer.json,7,"{'LOC': ['Veridonia', 'Veridon City', 'The'], 'PER': ['Maximilian Strahd', 'St', '##rah', '##d', 'Elena Rivera', 'An', '##war Hassan', 'Hassan', 'Viktor Kornilov', 'Kornilo', 'Maximilian'], 'ORG': ['International Tribunal for Human Rights'], 'MISC': ['Black Sites']}",16
07_answer.json,8,"{'LOC': ['Veridonia', 'Antoria'], 'PER': ['Jonathan Hale', 'Hale', 'Mara Linsco', 'Marcus', 'Tu', 'Rodriguez', 'O'], 'ORG': ['International Court of Justice']}",10
07_answer.json,9,"{'PER': ['Victor Ortega', 'Ortega', 'Or', 'Maria Thurman', '##ga', 'Julian Romero', 'Romero', 'Co'], 'LOC': ['Cordon', 'The Hague'], 'ORG': ['International Court of Justice', 'Defense', '##tega', '##ga']}",14
07_answer.json,10,"{'LOC': ['Eldoria', '##ia', 'Verenthia', '##dor'], 'PER': ['Ari', '##c Male', 'Male', 'Lara Yen', 'Ye', 'Victor Belar', 'Bel', 'Belar'], 'ORG': ['Grand Tribunal Court', 'Eldor', 'Tribunal'], 'MISC': ['El']}",16
02_answer.json,1,"{'MISC': ['Election of 204', 'Quantum Quandary', 'The Quantum Quandary', 'Democrats', 'Republicans'], 'LOC': ['United States', 'Pennsylvania', 'Wisconsin'], 'PER': ['Emily Cortez', 'Robert Hayes', 'El', '##ara Chen', 'Hayes', 'A', '##rjun Patel', 'Chen', 'Patel'], 'ORG': ['National Quantum Computing Center', 'NQCC', 'Election Integrity Board', 'El', 'Supreme', 'Justice']}",23
02_answer.json,2,"{'MISC': ['Battle for Unity', 'Presidential Election', 'Crossover Vote', 'Election Day', 'V', '##oter Flexibility Act', 'Cyber Crisis', 'Sur'], 'LOC': ['United States'], 'PER': ['Emily Brooks', 'Marcus Reed', 'A', '##ali', '##yah Chen', 'Chen', 'Brooks', 'Reed'], 'ORG': ['New Green Digital Economy', 'Third Party', 'Unity Party', 'Call', 'Reform']}",22
02_answer.json,3,"{'MISC': ['Unlikely Lands', 'Democratic', 'Republican'], 'LOC': ['United States', 'Florida', 'Arizona', 'California', 'Texas'], 'PER': ['Eli', '##sa Moreno', 'Moreno', 'Robert Harrison', 'Christine Reynolds'], 'ORG': ['Supreme Court']}",14
02_answer.json,4,"{'LOC': ['United States', 'East Coast', 'Midwest', 'West'], 'PER': ['Janet R. Thompson', 'Thomas J. Hayes', 'Hayes', 'Thompson', 'John Do', 'John'], 'ORG': ['Supreme Court']}",11
02_answer.json,5,"{'LOC': ['United States', 'California', 'Texas', 'Ohio', 'America'], 'PER': ['Sarah Mitchell', 'Daniel Rivers', 'Mitchell', 'Rivers', 'Weeks'], 'ORG': ['FBI', 'Supreme Court']}",12
02_answer.json,6,"{'MISC': ['Tu', 'Election of 203'], 'LOC': ['United States', 'America', 'Ohio', 'Florida'], 'PER': ['Emma Lawson', 'Michael Harmon', 'Lawson', 'Ha', '##rmon'], 'ORG': ['Reformist Party', 'Liberty Party', 'Supreme']}",14
02_answer.json,7,"{'LOC': ['United States'], 'PER': ['Maria Gonzales', 'Jack Thompson', 'Go', '##nza', '##les', 'Thompson', 'Ethan Stone', 'Stone', '##nzales'], 'MISC': ['AI', 'Western', 'Democratic', 'Democrats', 'Republican'], 'ORG': ['House of Representatives', 'House']}",17
02_answer.json,8,"{'MISC': ['##ial Election of', 'Republican', 'Democratic', 'Election Day'], 'LOC': ['United States', 'Florida'], 'PER': ['Michael Greene', 'Emily Carter', 'Lucas Cheng', 'Greene', 'Carter', 'Cheng'], 'ORG': [""Citizen ' s Alliance"", 'Party', 'Supreme', 'Court']}",16
02_answer.json,9,"{'LOC': ['Acadia', 'Hawthorne', 'Novara'], 'PER': ['James', 'Jim', 'Hawthorne', 'Lena T', 'T'], 'ORG': ['T', 'Tran']}",10
02_answer.json,10,"{'LOC': ['Veridonia', '##eridonia'], 'PER': ['Lucas Harrington', 'Eleanor Redmond', 'Harrington', 'Redmond'], 'ORG': ['Progress Party', 'Conservative Union', 'Omega', 'V', 'Red']}",11
17_answer.json,1,"{'PER': ['El', '##ara Luna', '##ara'], 'LOC': ['Verona', 'Arena di Verona', 'Tuscany'], 'MISC': ['Roman']}",7
17_answer.json,2,"{'LOC': ['Tokyo', 'Florence', 'Italy', 'New York'], 'PER': ['Ka', '##el', 'Mae'], 'ORG': ['Juilliard School'], 'MISC': ['Echoes of a Dream']}",9
17_answer.json,3,"{'MISC': ['of the Soul', 'Echoes'], 'PER': ['Aurora Star', 'Aurora'], 'LOC': ['Seraphine', 'Seraphine Amphitheater'], 'ORG': ['Aurora', 'Star']}",8
17_answer.json,4,"{'MISC': ['##chanted', 'Aria'], 'PER': ['Bella', 'Aria Bella', '##ros', 'Aria', 'B', '##rahms', 'Strauss'], 'LOC': ['Vienna', 'Europe', '##vere'], 'ORG': ['Musik', 'Mu']}",14
17_answer.json,5,"{'PER': ['Aria Solis', 'Aria'], 'MISC': ['Echoes of the Sky']}",3
17_answer.json,6,"{'MISC': ['Stage'], 'LOC': ['Aurora Sky', 'Atlantic'], 'PER': ['Aurora Sky'], 'ORG': ['Aurora']}",5
17_answer.json,7,"{'PER': ['El', '##ara Hartley', '##ara'], 'LOC': ['Grand Amphitheater', 'Lunaire City']}",5
17_answer.json,8,"{'LOC': ['Tokyo', 'Tokyo National Stadium', 'Luna'], 'PER': ['Ser', '##aph', '##ina Elise', '##ina'], 'MISC': ['St', 'Japanese'], 'ORG': ['##radiva', 'Luna']}",11
17_answer.json,9,"{'LOC': ['Barcelona', 'Palau de la Música Catalana', 'Palau de la Música'], 'PER': ['Luna Éliane', 'Luna', 'Luna Élian'], 'MISC': ['Modernista', 'Mediterranean']}",8
17_answer.json,10,"{'LOC': ['San Verde', '##Dome'], 'PER': ['Aria Celeste', 'Aria'], 'MISC': ['Harmony of the Spheres', 'Astra', 'AstraD']}",7
